Date,Away,Away_Abbr,Home,Home_Abbr,Away_G,Home_G,Total,Eligible,Lambda,Line,Over_Odds,Under_Odds,P_Over,P_Under,Lean,Actual_Result,Graded,Hit,Profit
2024-12-28,Edmonton Oilers,EDM,Los Angeles Kings,LAK,3,4,7,True,5.6485,6.0,102,-120,0.4963,0.5037,Toss-up,Over,False,False,
2024-12-28,Pittsburgh Penguins,PIT,New York Islanders,NYI,3,6,9,True,6.6084,6.0,-106,-115,0.6465,0.3535,Over,Over,True,True,94.34
2024-12-28,Calgary Flames,CGY,San Jose Sharks,SJS,3,1,4,True,6.3448,6.5,-107,-110,0.4489,0.5511,Toss-up,Under,False,False,
2024-12-28,New York Rangers,NYR,Tampa Bay Lightning,TBL,2,6,8,True,6.1667,6.0,-125,105,0.5807,0.4193,Toss-up,Over,False,False,
2024-12-28,Washington Capitals,WSH,Toronto Maple Leafs,TOR,5,2,7,True,5.9672,6.0,-110,-109,0.5490,0.4510,Toss-up,Over,False,False,
2024-12-28,Seattle Kraken,SEA,Vancouver Canucks,VAN,5,4,9,True,6.0764,5.5,-117,-103,0.5665,0.4335,Toss-up,Over,False,False,
2024-12-28,Ottawa Senators,OTT,Winnipeg Jets,WPG,2,4,6,True,5.7316,6.0,-110,-110,0.5103,0.4897,Toss-up,Push,False,False,
2024-12-29,Edmonton Oilers,EDM,Anaheim Ducks,ANA,3,5,8,True,5.8625,6.5,-130,108,0.3716,0.6284,Under,Over,True,False,-100.00
2024-12-29,Dallas Stars,DAL,Chicago Blackhawks,CHI,5,1,6,True,5.7848,6.0,-105,-115,0.5192,0.4808,Toss-up,Push,False,False,
2024-12-29,Washington Capitals,WSH,Detroit Red Wings,DET,2,4,6,True,5.9919,6.0,100,-119,0.5530,0.4470,Toss-up,Push,False,False,
2024-12-29,Philadelphia Flyers,PHI,Los Angeles Kings,LAK,4,5,9,True,6.2734,5.5,-113,-105,0.5972,0.4028,Toss-up,Over,False,False,
2024-12-29,Ottawa Senators,OTT,Minnesota Wild,MIN,3,1,4,True,5.5025,6.0,-105,-114,0.4715,0.5285,Toss-up,Under,False,False,
2024-12-29,New York Islanders,NYI,Pittsburgh Penguins,PIT,2,3,5,True,6.8040,6.0,-120,-100,0.6736,0.3264,Over,Under,True,False,-100.00
2024-12-29,Buffalo Sabres,BUF,St. Louis Blues,STL,4,2,6,True,6.0173,5.5,-122,105,0.5571,0.4429,Toss-up,Over,False,False,
2024-12-29,Montreal Canadiens,MTL,Tampa Bay Lightning,TBL,5,2,7,True,6.8024,6.5,-125,106,0.5205,0.4795,Toss-up,Over,False,False,
2024-12-29,Calgary Flames,CGY,Vegas Golden Knights,VGK,0,3,3,True,6.0525,6.5,-107,-111,0.4021,0.5979,Toss-up,Under,False,False,
2024-12-30,New York Rangers,NYR,Florida Panthers,FLA,3,5,8,True,5.9352,6.0,-102,-117,0.5438,0.4562,Toss-up,Over,False,False,
2024-12-30,Utah Hockey Club,UTA,Seattle Kraken,SEA,2,5,7,True,5.8974,6.0,-118,-101,0.5377,0.4623,Toss-up,Over,False,False,
2024-12-30,Nashville Predators,NSH,Winnipeg Jets,WPG,0,3,3,True,5.8324,6.0,-101,-117,0.5270,0.4730,Toss-up,Under,False,False,
2024-12-31,New Jersey Devils,NJD,Anaheim Ducks,ANA,2,3,5,True,5.5823,6.5,-107,-110,0.3269,0.6731,Under,Under,True,True,90.91
2024-12-31,Carolina Hurricanes,CAR,Columbus Blue Jackets,CBJ,3,4,7,True,6.6782,6.5,-110,-110,0.5013,0.4987,Toss-up,Over,False,False,
2024-12-31,Vancouver Canucks,VAN,Calgary Flames,CGY,1,3,4,True,6.0633,5.5,-115,-102,0.5644,0.4356,Toss-up,Under,False,False,
2024-12-31,St. Louis Blues,STL,Chicago Blackhawks,CHI,6,2,8,True,5.7062,5.5,-110,-110,0.5061,0.4939,Toss-up,Over,False,False,
2024-12-31,Winnipeg Jets,WPG,Colorado Avalanche,COL,2,5,7,True,6.0279,6.5,-122,103,0.3982,0.6018,Under,Over,True,False,-100.00
2024-12-31,Buffalo Sabres,BUF,Dallas Stars,DAL,2,4,6,True,6.0879,6.0,-120,103,0.5683,0.4317,Toss-up,Push,False,False,
2024-12-31,Pittsburgh Penguins,PIT,Detroit Red Wings,DET,2,4,6,True,6.5302,5.5,-118,-101,0.6353,0.3647,Over,Over,True,True,84.75
2024-12-31,Utah Hockey Club,UTA,Edmonton Oilers,EDM,1,4,5,True,6.0475,6.5,-127,110,0.4013,0.5987,Toss-up,Under,False,False,
2024-12-31,Nashville Predators,NSH,Minnesota Wild,MIN,3,5,8,True,5.3462,5.5,-120,102,0.4445,0.5555,Toss-up,Over,False,False,
2024-12-31,Philadelphia Flyers,PHI,San Jose Sharks,SJS,4,0,4,True,6.9181,6.5,-101,-117,0.5380,0.4620,Toss-up,Under,False,False,
2024-12-31,New York Islanders,NYI,Toronto Maple Leafs,TOR,1,3,4,True,6.2501,6.0,-107,-110,0.5936,0.4064,Toss-up,Under,False,False,
2024-12-31,Montreal Canadiens,MTL,Vegas Golden Knights,VGK,3,2,5,True,6.2759,6.5,-110,-110,0.4379,0.5621,Toss-up,Under,False,False,
2024-12-31,Boston Bruins,BOS,Washington Capitals,WSH,1,3,4,True,5.6952,5.5,-115,-102,0.5042,0.4958,Toss-up,Under,False,False,
2025-01-01,New Jersey Devils,NJD,Los Angeles Kings,LAK,0,3,3,True,5.4854,5.5,-115,-105,0.4686,0.5314,Toss-up,Under,False,False,
2025-01-02,Detroit Red Wings,DET,Columbus Blue Jackets,CBJ,5,4,9,True,6.5665,6.5,-100,-120,0.4839,0.5161,Toss-up,Over,False,False,
2025-01-02,Utah Hockey Club,UTA,Calgary Flames,CGY,5,3,8,True,5.6165,6.5,-107,-111,0.3324,0.6676,Under,Over,True,False,-100.00
2025-01-02,Buffalo Sabres,BUF,Colorado Avalanche,COL,5,6,11,True,6.5773,6.5,-131,112,0.4856,0.5144,Toss-up,Over,False,False,
2025-01-02,Ottawa Senators,OTT,Dallas Stars,DAL,2,4,6,True,5.4762,6.0,-105,-114,0.4670,0.5330,Toss-up,Push,False,False,
2025-01-02,Carolina Hurricanes,CAR,Florida Panthers,FLA,3,1,4,True,6.3197,5.5,-115,-104,0.6042,0.3958,Over,Under,True,False,-100.00
2025-01-02,Toronto Maple Leafs,TOR,New York Islanders,NYI,2,1,3,True,6.0887,6.0,106,-124,0.5685,0.4315,Toss-up,Under,False,False,
2025-01-02,Boston Bruins,BOS,New York Rangers,NYR,1,2,3,True,5.5376,6.0,107,-125,0.4775,0.5225,Toss-up,Under,False,False,
2025-01-02,Vancouver Canucks,VAN,Seattle Kraken,SEA,4,3,7,True,6.2451,5.5,-117,-101,0.5928,0.4072,Toss-up,Over,False,False,
2025-01-02,Tampa Bay Lightning,TBL,San Jose Sharks,SJS,1,2,3,True,6.7758,6.5,-108,-110,0.5164,0.4836,Toss-up,Under,False,False,
2025-01-02,Philadelphia Flyers,PHI,Vegas Golden Knights,VGK,2,5,7,True,6.5210,6.5,-107,-111,0.4768,0.5232,Toss-up,Over,False,False,
2025-01-02,Anaheim Ducks,ANA,Winnipeg Jets,WPG,4,3,7,True,5.7462,6.0,-120,102,0.5127,0.4873,Toss-up,Over,False,False,
2025-01-02,Minnesota Wild,MIN,Washington Capitals,WSH,4,3,7,True,5.6325,5.5,-115,-102,0.4936,0.5064,Toss-up,Over,False,False,
2025-01-03,Montreal Canadiens,MTL,Chicago Blackhawks,CHI,2,4,6,True,6.3698,6.0,-110,-110,0.6117,0.3883,Over,Push,False,False,
2025-01-03,Anaheim Ducks,ANA,Edmonton Oilers,EDM,2,3,5,True,5.9775,6.5,-128,110,0.3901,0.6099,Under,Under,True,True,110.00
2025-01-03,Pittsburgh Penguins,PIT,Florida Panthers,FLA,2,3,5,True,6.6872,6.0,-111,-107,0.6576,0.3424,Over,Under,True,False,-100.00
2025-01-03,Ottawa Senators,OTT,St. Louis Blues,STL,0,4,4,True,5.5299,5.5,110,-127,0.4762,0.5238,Toss-up,Under,False,False,
2025-01-03,Nashville Predators,NSH,Vancouver Canucks,VAN,3,0,3,True,5.9452,5.5,-125,105,0.5455,0.4545,Toss-up,Under,False,False,
2025-01-04,Minnesota Wild,MIN,Carolina Hurricanes,CAR,4,0,4,True,5.8276,5.5,-125,105,0.5263,0.4737,Toss-up,Under,False,False,
2025-01-04,St. Louis Blues,STL,Columbus Blue Jackets,CBJ,4,6,10,True,6.3858,6.0,-102,-116,0.6141,0.3859,Over,Over,True,True,98.04
2025-01-04,Nashville Predators,NSH,Calgary Flames,CGY,4,1,5,True,5.5260,6.0,-102,-116,0.4755,0.5245,Toss-up,Under,False,False,
2025-01-04,Montreal Canadiens,MTL,Colorado Avalanche,COL,2,1,3,True,6.6727,6.5,-120,103,0.5005,0.4995,Toss-up,Under,False,False,
2025-01-04,Utah Hockey Club,UTA,Dallas Stars,DAL,2,3,5,True,5.7226,6.5,-110,-110,0.3492,0.6508,Under,Under,True,True,90.91
2025-01-04,Tampa Bay Lightning,TBL,Los Angeles Kings,LAK,1,2,3,True,5.9770,5.5,-125,105,0.5506,0.4494,Toss-up,Under,False,False,
2025-01-04,Edmonton Oilers,EDM,Seattle Kraken,SEA,4,2,6,True,6.2471,6.5,-114,-105,0.4333,0.5667,Toss-up,Under,False,False,
2025-01-04,New Jersey Devils,NJD,San Jose Sharks,SJS,2,3,5,True,5.6992,6.0,-114,-105,0.5049,0.4951,Toss-up,Under,False,False,
2025-01-04,Boston Bruins,BOS,Toronto Maple Leafs,TOR,4,6,10,True,5.5304,6.0,-102,-115,0.4763,0.5237,Toss-up,Over,False,False,
2025-01-04,Buffalo Sabres,BUF,Vegas Golden Knights,VGK,1,3,4,True,6.4931,6.5,-120,102,0.4724,0.5276,Toss-up,Under,False,False,
2025-01-04,Detroit Red Wings,DET,Winnipeg Jets,WPG,4,2,6,True,6.1024,5.5,-120,-100,0.5706,0.4294,Toss-up,Over,False,False,
2025-01-04,New York Rangers,NYR,Washington Capitals,WSH,4,7,11,True,5.7389,6.0,-105,-115,0.5115,0.4885,Toss-up,Over,False,False,
2025-01-05,Tampa Bay Lightning,TBL,Anaheim Ducks,ANA,1,4,5,True,6.0460,7.0,110,-125,0.4011,0.5989,Toss-up,Under,False,False,
2025-01-05,New York Islanders,NYI,Boston Bruins,BOS,5,4,9,True,5.6643,5.5,-110,-109,0.4990,0.5010,Toss-up,Over,False,False,
2025-01-05,Pittsburgh Penguins,PIT,Carolina Hurricanes,CAR,3,4,7,True,6.4261,6.0,-119,100,0.6201,0.3799,Over,Over,True,True,84.03
2025-01-05,New York Rangers,NYR,Chicago Blackhawks,CHI,6,2,8,True,5.9771,6.5,-130,109,0.3900,0.6100,Under,Over,True,False,-100.00
2025-01-05,Philadelphia Flyers,PHI,Toronto Maple Leafs,TOR,2,3,5,True,6.6841,6.5,-101,-117,0.5022,0.4978,Toss-up,Under,False,False,
2025-01-06,Washington Capitals,WSH,Buffalo Sabres,BUF,3,4,7,True,6.5350,6.0,-120,102,0.6360,0.3640,Over,Over,True,True,83.33
2025-01-06,Florida Panthers,FLA,Colorado Avalanche,COL,1,3,4,True,6.3568,6.5,103,-121,0.4508,0.5492,Toss-up,Under,False,False,
2025-01-06,Vancouver Canucks,VAN,Montreal Canadiens,MTL,4,5,9,True,6.1793,5.5,-120,-100,0.5827,0.4173,Toss-up,Over,False,False,
2025-01-06,New Jersey Devils,NJD,Seattle Kraken,SEA,3,2,5,True,5.7223,6.0,-110,-110,0.5088,0.4912,Toss-up,Under,False,False,
2025-01-07,Calgary Flames,CGY,Anaheim Ducks,ANA,3,2,5,True,5.5911,6.5,107,-125,0.3283,0.6717,Under,Under,True,True,80.00
2025-01-07,Edmonton Oilers,EDM,Boston Bruins,BOS,4,0,4,True,5.9767,6.0,103,-120,0.5506,0.4494,Toss-up,Under,False,False,
2025-01-07,Ottawa Senators,OTT,Detroit Red Wings,DET,2,3,5,True,5.7514,5.5,-126,107,0.5136,0.4864,Toss-up,Under,False,False,
2025-01-07,St. Louis Blues,STL,Minnesota Wild,MIN,4,6,10,True,5.6282,5.5,105,-125,0.4929,0.5071,Toss-up,Over,False,False,
2025-01-07,Dallas Stars,DAL,New York Rangers,NYR,5,4,9,True,5.8299,6.5,-115,-104,0.3664,0.6336,Under,Over,True,False,-100.00
2025-01-07,Toronto Maple Leafs,TOR,Philadelphia Flyers,PHI,3,2,5,True,6.5700,6.0,-101,-117,0.6411,0.3589,Over,Under,True,False,-100.00
2025-01-07,Columbus Blue Jackets,CBJ,Pittsburgh Penguins,PIT,4,3,7,True,7.3335,6.5,-113,-106,0.5987,0.4013,Toss-up,Over,False,False,
2025-01-07,Vegas Golden Knights,VGK,San Jose Sharks,SJS,4,2,6,True,5.9725,6.5,-111,-108,0.3893,0.6107,Under,Under,True,True,92.59
2025-01-07,Carolina Hurricanes,CAR,Tampa Bay Lightning,TBL,2,3,5,True,6.1387,6.0,-110,-110,0.5763,0.4237,Toss-up,Under,False,False,
2025-01-07,Nashville Predators,NSH,Winnipeg Jets,WPG,2,5,7,True,5.6451,5.5,-125,107,0.4958,0.5042,Toss-up,Over,False,False,
2025-01-08,Colorado Avalanche,COL,Chicago Blackhawks,CHI,1,3,4,True,6.4053,6.5,-127,108,0.4585,0.5415,Toss-up,Under,False,False,
2025-01-08,Florida Panthers,FLA,Utah Hockey Club,UTA,4,1,5,True,5.9038,6.0,105,-125,0.5387,0.4613,Toss-up,Under,False,False,
2025-01-08,Vancouver Canucks,VAN,Washington Capitals,WSH,1,2,3,True,6.3238,5.5,-113,-105,0.6048,0.3952,Over,Under,True,False,-100.00
2025-01-09,Toronto Maple Leafs,TOR,Carolina Hurricanes,CAR,3,6,9,True,5.9460,5.5,-111,-108,0.5456,0.4544,Toss-up,Over,False,False,
2025-01-09,Seattle Kraken,SEA,Columbus Blue Jackets,CBJ,2,6,8,True,6.8725,6.5,102,-122,0.5311,0.4689,Toss-up,Over,False,False,
2025-01-09,Colorado Avalanche,COL,Minnesota Wild,MIN,6,1,7,True,5.9805,6.0,-105,-115,0.5512,0.4488,Toss-up,Over,False,False,
2025-01-09,New Jersey Devils,NJD,New York Rangers,NYR,2,3,5,True,5.7355,6.5,-100,-120,0.3513,0.6487,Under,Under,True,True,83.33
2025-01-09,Buffalo Sabres,BUF,Ottawa Senators,OTT,4,0,4,True,6.0205,6.0,-105,-115,0.5576,0.4424,Toss-up,Under,False,False,
2025-01-09,Dallas Stars,DAL,Philadelphia Flyers,PHI,4,1,5,True,6.3503,6.5,-100,-120,0.4498,0.5502,Toss-up,Under,False,False,
2025-01-09,Edmonton Oilers,EDM,Pittsburgh Penguins,PIT,3,5,8,True,6.5344,6.5,-110,-107,0.4789,0.5211,Toss-up,Over,False,False,
2025-01-09,Anaheim Ducks,ANA,St. Louis Blues,STL,2,6,8,True,5.7830,6.0,-100,-118,0.5189,0.4811,Toss-up,Over,False,False,
2025-01-09,Boston Bruins,BOS,Tampa Bay Lightning,TBL,1,4,5,True,5.9557,6.0,-100,-120,0.5472,0.4528,Toss-up,Under,False,False,
2025-01-09,New York Islanders,NYI,Vegas Golden Knights,VGK,4,0,4,True,5.9854,6.0,-110,-110,0.5520,0.4480,Toss-up,Under,False,False,
2025-01-10,Vancouver Canucks,VAN,Carolina Hurricanes,CAR,0,2,2,True,6.1140,6.0,-104,-115,0.5724,0.4276,Toss-up,Under,False,False,
2025-01-10,Chicago Blackhawks,CHI,Detroit Red Wings,DET,3,5,8,True,6.1065,6.0,-104,-115,0.5713,0.4287,Toss-up,Over,False,False,
2025-01-10,San Jose Sharks,SJS,Utah Hockey Club,UTA,1,2,3,True,5.8429,6.0,-110,-110,0.5288,0.4712,Toss-up,Under,False,False,
2025-01-10,Los Angeles Kings,LAK,Winnipeg Jets,WPG,2,1,3,True,5.5619,5.5,-120,-100,0.4817,0.5183,Toss-up,Under,False,False,
2025-01-10,Montreal Canadiens,MTL,Washington Capitals,WSH,3,2,5,True,6.2424,6.0,-120,-100,0.5924,0.4076,Toss-up,Under,False,False,
2025-01-11,Seattle Kraken,SEA,Buffalo Sabres,BUF,6,2,8,True,6.4637,6.0,-107,-110,0.6257,0.3743,Over,Over,True,True,93.46
2025-01-11,Los Angeles Kings,LAK,Calgary Flames,CGY,1,2,3,True,5.3619,5.5,-107,-111,0.4473,0.5527,Toss-up,Under,False,False,
2025-01-11,Edmonton Oilers,EDM,Chicago Blackhawks,CHI,4,3,7,True,6.2962,6.5,-125,105,0.4412,0.5588,Toss-up,Over,False,False,
2025-01-11,Boston Bruins,BOS,Florida Panthers,FLA,4,3,7,True,5.7690,5.5,-115,-105,0.5165,0.4835,Toss-up,Over,False,False,
2025-01-11,Dallas Stars,DAL,Montreal Canadiens,MTL,2,1,3,True,6.0138,6.0,-110,-108,0.5565,0.4435,Toss-up,Under,False,False,
2025-01-11,Tampa Bay Lightning,TBL,New Jersey Devils,NJD,2,3,5,True,5.5976,6.0,-115,-105,0.4877,0.5123,Toss-up,Under,False,False,
2025-01-11,Washington Capitals,WSH,Nashville Predators,NSH,4,1,5,True,5.7276,6.0,-100,-120,0.5096,0.4904,Toss-up,Under,False,False,
2025-01-11,Anaheim Ducks,ANA,Philadelphia Flyers,PHI,0,6,6,True,6.1921,6.0,-105,-115,0.5847,0.4153,Toss-up,Push,False,False,
2025-01-11,Ottawa Senators,OTT,Pittsburgh Penguins,PIT,5,0,5,True,6.0941,5.5,-120,-100,0.5693,0.4307,Toss-up,Under,False,False,
2025-01-11,Minnesota Wild,MIN,San Jose Sharks,SJS,3,1,4,True,5.8346,6.0,-105,-115,0.5274,0.4726,Toss-up,Under,False,False,
2025-01-11,Columbus Blue Jackets,CBJ,St. Louis Blues,STL,2,1,3,True,6.9588,6.0,-121,102,0.6940,0.3060,Over,Under,True,False,-100.00
2025-01-11,Vancouver Canucks,VAN,Toronto Maple Leafs,TOR,3,0,3,True,6.0182,5.5,-120,-100,0.5572,0.4428,Toss-up,Under,False,False,
2025-01-11,New York Islanders,NYI,Utah Hockey Club,UTA,2,1,3,True,5.7263,6.0,-115,-103,0.5094,0.4906,Toss-up,Under,False,False,
2025-01-11,New York Rangers,NYR,Vegas Golden Knights,VGK,2,1,3,True,5.9856,6.0,-115,-105,0.5520,0.4480,Toss-up,Under,False,False,
2025-01-11,Colorado Avalanche,COL,Winnipeg Jets,WPG,0,3,3,True,5.9917,6.0,-100,-120,0.5530,0.4470,Toss-up,Under,False,False,
2025-01-12,Anaheim Ducks,ANA,Carolina Hurricanes,CAR,3,2,5,True,5.7941,6.0,-110,-108,0.5207,0.4793,Toss-up,Under,False,False,
2025-01-12,Seattle Kraken,SEA,Detroit Red Wings,DET,2,6,8,True,6.3519,6.0,-105,-115,0.6091,0.3909,Over,Over,True,True,95.24
2025-01-12,Dallas Stars,DAL,Ottawa Senators,OTT,2,3,5,True,5.3482,5.5,-120,-100,0.4449,0.5551,Toss-up,Under,False,False,
2025-01-12,Tampa Bay Lightning,TBL,Pittsburgh Penguins,PIT,5,2,7,True,6.5738,6.5,-115,-103,0.4851,0.5149,Toss-up,Over,False,False,
2025-01-12,Minnesota Wild,MIN,Vegas Golden Knights,VGK,1,4,5,True,5.6106,6.0,-107,-110,0.4899,0.5101,Toss-up,Under,False,False,
2025-01-13,Calgary Flames,CGY,Chicago Blackhawks,CHI,5,2,7,True,5.8478,6.0,-120,103,0.5296,0.4704,Toss-up,Over,False,False,
2025-01-13,Los Angeles Kings,LAK,Edmonton Oilers,EDM,0,1,1,True,5.4866,5.5,-110,-110,0.4688,0.5312,Toss-up,Under,False,False,
2025-01-13,Florida Panthers,FLA,Philadelphia Flyers,PHI,3,4,7,True,6.4064,6.0,-102,-117,0.6172,0.3828,Over,Over,True,True,98.04
2025-01-14,Tampa Bay Lightning,TBL,Boston Bruins,BOS,2,6,8,True,5.9556,5.5,-120,102,0.5472,0.4528,Toss-up,Over,False,False,
2025-01-14,Philadelphia Flyers,PHI,Columbus Blue Jackets,CBJ,2,3,5,True,7.1275,6.5,-115,-105,0.5691,0.4309,Toss-up,Under,False,False,
2025-01-14,New York Rangers,NYR,Colorado Avalanche,COL,2,3,5,True,6.0434,6.5,-102,-115,0.4007,0.5993,Toss-up,Under,False,False,
2025-01-14,San Jose Sharks,SJS,Detroit Red Wings,DET,6,3,9,True,6.0291,5.5,-125,105,0.5590,0.4410,Toss-up,Over,False,False,
2025-01-14,Florida Panthers,FLA,New Jersey Devils,NJD,2,1,3,True,5.5940,6.0,-100,-118,0.4871,0.5129,Toss-up,Under,False,False,
2025-01-14,Vegas Golden Knights,VGK,Nashville Predators,NSH,3,5,8,True,5.4694,6.0,-105,-115,0.4658,0.5342,Toss-up,Over,False,False,
2025-01-14,Ottawa Senators,OTT,New York Islanders,NYI,2,0,2,True,5.4330,5.5,-123,104,0.4596,0.5404,Toss-up,Under,False,False,
2025-01-14,Seattle Kraken,SEA,Pittsburgh Penguins,PIT,4,2,6,True,6.7797,6.0,-105,-115,0.6703,0.3297,Over,Push,False,False,
2025-01-14,Calgary Flames,CGY,St. Louis Blues,STL,1,2,3,True,5.7654,5.5,-120,103,0.5159,0.4841,Toss-up,Under,False,False,
2025-01-14,Dallas Stars,DAL,Toronto Maple Leafs,TOR,4,1,5,True,5.7258,5.5,-120,-100,0.5093,0.4907,Toss-up,Under,False,False,
2025-01-14,Montreal Canadiens,MTL,Utah Hockey Club,UTA,5,3,8,True,5.7351,6.0,-110,-110,0.5109,0.4891,Toss-up,Over,False,False,
2025-01-14,Vancouver Canucks,VAN,Winnipeg Jets,WPG,1,6,7,True,5.6194,5.5,120,-140,0.4914,0.5086,Toss-up,Over,False,False,
2025-01-14,Anaheim Ducks,ANA,Washington Capitals,WSH,0,3,3,True,5.8221,6.0,-100,-120,0.5253,0.4747,Toss-up,Under,False,False,
2025-01-15,Carolina Hurricanes,CAR,Buffalo Sabres,BUF,2,4,6,True,6.2741,6.0,-103,-115,0.5973,0.4027,Toss-up,Push,False,False,
2025-01-15,Edmonton Oilers,EDM,Minnesota Wild,MIN,5,3,8,True,5.7777,6.0,-117,-101,0.5180,0.4820,Toss-up,Over,False,False,
2025-01-16,San Jose Sharks,SJS,Columbus Blue Jackets,CBJ,1,4,5,True,6.5711,6.0,-105,-115,0.6412,0.3588,Over,Under,True,False,-100.00
2025-01-16,Edmonton Oilers,EDM,Colorado Avalanche,COL,4,3,7,True,5.9444,6.5,-109,-108,0.3848,0.6152,Under,Over,True,False,-100.00
2025-01-16,Montreal Canadiens,MTL,Dallas Stars,DAL,3,1,4,True,5.8221,6.0,-110,-110,0.5253,0.4747,Toss-up,Under,False,False,
2025-01-16,Detroit Red Wings,DET,Florida Panthers,FLA,5,2,7,True,6.2407,5.5,-105,-115,0.5922,0.4078,Toss-up,Over,False,False,
2025-01-16,Chicago Blackhawks,CHI,Nashville Predators,NSH,2,3,5,True,5.9455,6.0,-109,-110,0.5455,0.4545,Toss-up,Under,False,False,
2025-01-16,Philadelphia Flyers,PHI,New York Islanders,NYI,5,3,8,True,6.0441,5.5,-117,-103,0.5614,0.4386,Toss-up,Over,False,False,
2025-01-16,Washington Capitals,WSH,Ottawa Senators,OTT,1,0,1,True,5.2881,5.5,-110,-110,0.4345,0.5655,Toss-up,Under,False,False,
2025-01-16,Calgary Flames,CGY,St. Louis Blues,STL,1,4,5,True,5.5682,5.5,-110,-110,0.4827,0.5173,Toss-up,Under,False,False,
2025-01-16,Anaheim Ducks,ANA,Tampa Bay Lightning,TBL,3,4,7,True,5.9069,6.5,-102,-115,0.3788,0.6212,Under,Over,True,False,-100.00
2025-01-16,New Jersey Devils,NJD,Toronto Maple Leafs,TOR,3,4,7,True,5.4379,5.5,-115,-105,0.4604,0.5396,Toss-up,Over,False,False,
2025-01-16,New York Rangers,NYR,Utah Hockey Club,UTA,5,3,8,True,5.7022,6.0,-105,-115,0.5054,0.4946,Toss-up,Over,False,False,
2025-01-16,Los Angeles Kings,LAK,Vancouver Canucks,VAN,5,1,6,True,5.1668,5.5,121,-140,0.4133,0.5867,Toss-up,Over,False,False,
2025-01-16,Seattle Kraken,SEA,Winnipeg Jets,WPG,1,2,3,True,6.1545,5.5,101,-120,0.5788,0.4212,Toss-up,Under,False,False,
2025-01-17,Pittsburgh Penguins,PIT,Buffalo Sabres,BUF,5,2,7,True,6.8589,6.0,-118,-101,0.6809,0.3191,Over,Over,True,True,84.75
2025-01-17,Vegas Golden Knights,VGK,Carolina Hurricanes,CAR,2,3,5,True,5.6934,6.0,-108,-111,0.5039,0.4961,Toss-up,Under,False,False,
2025-01-18,Vegas Golden Knights,VGK,Chicago Blackhawks,CHI,3,5,8,True,5.9914,6.5,-105,-113,0.3923,0.6077,Under,Over,True,False,-100.00
2025-01-18,Dallas Stars,DAL,Colorado Avalanche,COL,3,6,9,True,5.6409,6.0,-105,-115,0.4951,0.5049,Toss-up,Over,False,False,
2025-01-18,Anaheim Ducks,ANA,Florida Panthers,FLA,0,3,3,True,5.7486,6.0,-106,-113,0.5131,0.4869,Toss-up,Under,False,False,
2025-01-18,Toronto Maple Leafs,TOR,Montreal Canadiens,MTL,7,3,10,True,6.0633,6.0,-105,-115,0.5644,0.4356,Toss-up,Over,False,False,
2025-01-18,Philadelphia Flyers,PHI,New Jersey Devils,NJD,3,1,4,True,5.8970,6.0,-100,-118,0.5376,0.4624,Toss-up,Under,False,False,
2025-01-18,Minnesota Wild,MIN,Nashville Predators,NSH,2,6,8,True,5.6811,5.5,-120,-100,0.5018,0.4982,Toss-up,Over,False,False,
2025-01-18,San Jose Sharks,SJS,New York Islanders,NYI,1,4,5,True,5.6965,5.5,-120,102,0.5044,0.4956,Toss-up,Under,False,False,
2025-01-18,Columbus Blue Jackets,CBJ,New York Rangers,NYR,0,1,1,True,6.5933,6.5,-110,-110,0.4881,0.5119,Toss-up,Under,False,False,
2025-01-18,Boston Bruins,BOS,Ottawa Senators,OTT,5,6,11,True,5.2134,5.5,-105,-115,0.4214,0.5786,Toss-up,Over,False,False,
2025-01-18,Los Angeles Kings,LAK,Seattle Kraken,SEA,2,4,6,True,5.4814,5.5,115,-135,0.4679,0.5321,Toss-up,Over,False,False,
2025-01-18,Detroit Red Wings,DET,Tampa Bay Lightning,TBL,1,5,6,True,6.5028,6.0,-119,-100,0.6314,0.3686,Over,Push,False,False,
2025-01-18,St. Louis Blues,STL,Utah Hockey Club,UTA,2,4,6,True,5.7244,6.0,-105,-115,0.5091,0.4909,Toss-up,Push,False,False,
2025-01-18,Edmonton Oilers,EDM,Vancouver Canucks,VAN,2,3,5,True,5.9420,6.0,-105,-115,0.5450,0.4550,Toss-up,Under,False,False,
2025-01-18,Calgary Flames,CGY,Winnipeg Jets,WPG,3,1,4,True,5.4318,6.0,-100,-118,0.4594,0.5406,Toss-up,Under,False,False,
2025-01-18,Pittsburgh Penguins,PIT,Washington Capitals,WSH,1,4,5,True,6.1840,6.0,-101,-118,0.5834,0.4166,Toss-up,Under,False,False,
2025-01-19,Detroit Red Wings,DET,Dallas Stars,DAL,1,4,5,True,6.0737,6.0,-105,-115,0.5661,0.4339,Toss-up,Under,False,False,
2025-01-19,New York Rangers,NYR,Montreal Canadiens,MTL,4,5,9,True,6.0481,6.5,102,-119,0.4014,0.5986,Toss-up,Over,False,False,
2025-01-19,Ottawa Senators,OTT,New Jersey Devils,NJD,2,1,3,True,5.0194,5.5,-118,-101,0.3874,0.6126,Under,Under,True,True,99.01
2025-01-20,San Jose Sharks,SJS,Boston Bruins,BOS,3,6,9,True,5.9528,5.5,-125,105,0.5467,0.4533,Toss-up,Over,False,False,
